quote_id,request_date,customer_age,gender,region,channel,price_offered,discount_percent,previous_policy,converted
102246,04-04-2023,48,F,East,Call Center,1337.85,5,1,1
102247,04-04-2023,24,M,North,Online,1077.87,20,1,1
102248,04-04-2023,59,M,South,Agent,1191.7,10,0,0
102249,04-04-2023,59,M,South,Online,1911.27,5,0,0
102250,04-04-2023,53,F,South,Call Center,1019.3,0,1,1
102251,04-04-2023,37,M,West,Agent,1653.43,15,0,1
102252,04-04-2023,21,F,North,Agent,1384.41,20,1,0
102253,04-04-2023,24,M,South,Agent,1672.65,15,1,0
102254,04-04-2023,18,F,South,Agent,1588.69,10,0,1
102255,04-04-2023,61,M,South,Online,1223.5,5,1,0
102256,05-04-2023,62,M,North,Online,1847.21,15,1,0
102257,05-04-2023,59,F,South,Agent,1491.94,10,1,1
102258,05-04-2023,64,F,South,Call Center,1822.54,15,1,1
102259,05-04-2023,30,M,North,Agent,1406.01,15,1,1
102260,05-04-2023,39,F,West,Online,1984.69,10,1,0
102261,05-04-2023,38,M,East,Agent,1770.49,20,0,0
102262,05-04-2023,39,M,South,Online,1965.95,15,1,1
102263,05-04-2023,45,M,East,Agent,1514.33,10,1,0
102264,05-04-2023,26,F,West,Call Center,1473.69,15,0,1
102265,05-04-2023,43,M,West,Agent,1755.45,20,0,0
102266,05-04-2023,26,F,South,Call Center,1880.29,10,0,0
102267,05-04-2023,32,M,North,Call Center,1964.15,15,1,0
102268,05-04-2023,27,F,West,Agent,1324.55,0,0,0
102269,05-04-2023,41,F,East,Call Center,1798.7,20,1,0
102270,05-04-2023,59,M,East,Call Center,1210.65,15,1,0
102271,05-04-2023,25,F,East,Online,1545.57,5,1,0
102272,05-04-2023,41,M,East,Online,1179.85,10,1,0
102273,05-04-2023,33,M,West,Call Center,1347.4,15,0,1
102274,05-04-2023,43,M,South,Agent,1931.36,20,1,0
102275,05-04-2023,44,M,South,Call Center,1146.09,20,1,0
102276,05-04-2023,54,M,East,Agent,1632.4,5,1,0
102277,05-04-2023,21,F,South,Online,1592.95,5,1,0
102278,05-04-2023,41,M,East,Agent,1120.74,15,1,0
102279,05-04-2023,36,F,East,Call Center,1325.98,0,1,0
102280,06-04-2023,53,F,North,Call Center,1562.98,20,0,0
102281,06-04-2023,56,M,West,Call Center,1187.18,0,0,0
102282,06-04-2023,27,F,West,Call Center,1800.62,0,1,0
102283,06-04-2023,42,M,East,Call Center,1972.16,15,1,1
102284,06-04-2023,35,F,West,Agent,1214.76,10,1,1
102285,06-04-2023,36,F,South,Call Center,1186.91,10,1,0
102286,06-04-2023,53,F,East,Online,1454.94,10,1,0
102287,06-04-2023,27,M,North,Call Center,1747.77,5,0,1
102288,06-04-2023,50,F,South,Agent,1281.6,20,1,0
102289,06-04-2023,22,M,North,Call Center,1019.88,5,0,0
102290,06-04-2023,64,F,North,Call Center,1541.22,20,0,0
102291,06-04-2023,52,F,West,Agent,1956.6,20,0,1
102292,06-04-2023,61,F,West,Call Center,1391.28,20,0,1
102293,06-04-2023,51,F,East,Agent,1420.13,15,0,0
102294,06-04-2023,50,M,West,Call Center,1968.9,10,1,0
102295,06-04-2023,38,M,North,Online,1694.61,5,1,1
102296,06-04-2023,34,F,North,Call Center,1719.17,5,1,0
102297,06-04-2023,39,F,South,Agent,1562.7,15,1,0
102298,06-04-2023,54,M,North,Online,1974.61,20,0,0
102299,06-04-2023,32,M,East,Agent,1688.87,10,0,1
102300,06-04-2023,52,M,East,Call Center,1895.03,0,1,0
102301,06-04-2023,45,M,West,Online,1699.38,0,0,1
102302,06-04-2023,24,F,West,Agent,1735.12,15,1,0
102303,06-04-2023,49,F,West,Online,1290.41,10,0,0
102304,07-04-2023,28,M,East,Online,1303.48,0,0,0
102305,07-04-2023,27,M,North,Agent,1782.98,0,0,1
102306,07-04-2023,26,M,West,Online,1296.71,5,0,0
102307,07-04-2023,31,M,South,Agent,1562.77,10,1,0
102308,07-04-2023,30,M,West,Online,1249.35,0,0,0
102309,07-04-2023,42,M,East,Online,1816.98,5,1,0
102310,07-04-2023,19,F,West,Online,1110.5,10,1,1
102311,07-04-2023,52,F,North,Call Center,1829.45,20,0,0
102312,07-04-2023,24,F,West,Call Center,1602.73,10,1,0
102313,07-04-2023,38,M,East,Agent,1186.91,15,1,0
102314,07-04-2023,35,M,East,Online,1542.04,5,1,0
102315,07-04-2023,20,M,South,Agent,1282.5,20,1,1
102316,07-04-2023,59,F,East,Call Center,1323.47,5,0,0
102317,07-04-2023,56,M,South,Call Center,1351.53,5,0,0
102318,07-04-2023,58,M,North,Call Center,1063.32,0,0,0
102319,07-04-2023,28,F,East,Call Center,1985.96,10,0,0
102320,07-04-2023,56,M,West,Agent,1031.53,5,1,0
102321,07-04-2023,41,F,North,Online,1662.5,5,1,0
102322,07-04-2023,63,F,West,Agent,1371.23,15,0,1
102323,07-04-2023,36,M,West,Online,1646.01,15,0,0
102324,07-04-2023,21,F,West,Call Center,1356.25,15,1,0
102325,07-04-2023,43,M,North,Online,1673.75,5,0,0
102326,07-04-2023,55,F,North,Call Center,1729.24,20,1,0
102327,07-04-2023,59,M,East,Agent,1690.55,10,0,0
102328,08-04-2023,49,F,West,Online,1113.96,5,1,0
102329,08-04-2023,56,M,South,Agent,1656.89,0,1,0
102330,08-04-2023,62,F,East,Call Center,1279.99,20,0,0
102331,08-04-2023,63,F,North,Agent,1028.8,20,0,1
102332,08-04-2023,53,F,South,Call Center,1414.83,10,0,0
102333,08-04-2023,57,M,North,Call Center,1433.54,20,1,1
102334,08-04-2023,54,M,South,Call Center,1467.17,10,0,0
102335,08-04-2023,50,F,East,Agent,1704.82,20,0,0
102336,08-04-2023,53,M,South,Agent,1308.84,10,0,0
102337,08-04-2023,20,F,East,Online,1315.28,15,0,0
102338,08-04-2023,26,M,North,Online,1060.55,15,0,0
102339,08-04-2023,25,F,South,Agent,1686.82,20,1,0
102340,08-04-2023,50,M,West,Agent,1567.83,20,0,0
102341,08-04-2023,23,F,West,Agent,1349.43,10,0,0
102342,08-04-2023,58,F,North,Agent,1705.19,10,0,0
102343,08-04-2023,56,F,South,Call Center,1537.36,5,0,0
102344,08-04-2023,21,F,West,Call Center,1469.24,15,1,0
102345,08-04-2023,30,M,East,Call Center,1511.32,5,1,0
102346,08-04-2023,19,F,South,Agent,1636.35,5,0,1
102347,08-04-2023,22,M,South,Call Center,1660,0,0,1
102348,08-04-2023,61,M,West,Call Center,1288.96,10,0,0
102349,08-04-2023,44,F,East,Online,1140.74,0,1,0
102350,08-04-2023,49,M,East,Online,1156.63,0,1,0
102351,08-04-2023,38,M,East,Call Center,1639.39,5,0,1
102352,09-04-2023,25,M,South,Call Center,1872.87,0,1,1
102353,09-04-2023,55,F,North,Call Center,1409.5,10,1,0
102354,09-04-2023,25,M,South,Agent,1169.52,5,1,1
102355,09-04-2023,20,M,South,Online,1756.6,10,1,0
102356,09-04-2023,61,F,West,Online,1832.49,20,1,1
102357,09-04-2023,20,F,North,Online,1880.58,0,1,0
102358,09-04-2023,39,M,East,Call Center,1606.83,5,0,0
102359,09-04-2023,23,F,West,Agent,1860.73,15,1,1
102360,09-04-2023,19,M,South,Online,1015.41,10,0,0
102361,09-04-2023,40,M,North,Online,1107.24,0,1,1
102362,09-04-2023,61,M,East,Agent,1092.58,10,0,0
102363,09-04-2023,19,F,East,Call Center,1712.6,10,1,0
102364,09-04-2023,55,M,South,Call Center,1069.58,20,0,1
102365,09-04-2023,34,F,East,Online,1496.36,10,0,0
102366,09-04-2023,52,F,East,Online,1472.71,20,1,0
102367,09-04-2023,51,M,North,Agent,1310.7,20,0,0
102368,09-04-2023,40,F,West,Online,1870.41,20,0,1
102369,09-04-2023,47,F,North,Agent,1170.43,0,1,1
102370,09-04-2023,25,F,West,Online,1352.46,10,0,0
102371,09-04-2023,39,F,West,Online,1774.17,10,1,0
102372,09-04-2023,61,F,West,Online,1030.42,20,0,0
102373,09-04-2023,53,M,East,Call Center,1672.95,10,0,0
102374,09-04-2023,22,F,North,Agent,1816.4,10,1,1
102375,09-04-2023,30,M,East,Agent,1932.27,20,0,0
102376,10-04-2023,46,M,South,Call Center,1876.3,15,0,0
102377,10-04-2023,48,M,North,Call Center,1319.38,15,1,0
102378,10-04-2023,64,M,West,Call Center,1586.36,20,1,1
102379,10-04-2023,33,M,East,Agent,1077.29,0,1,0
102380,10-04-2023,59,M,East,Online,1257.87,10,0,1
102381,10-04-2023,47,F,North,Call Center,1094.22,10,0,0
102382,10-04-2023,33,F,North,Call Center,1315.19,15,1,1
102383,10-04-2023,29,F,West,Call Center,1875.19,20,0,0
102384,10-04-2023,34,M,West,Online,1347.17,0,0,0
102385,10-04-2023,33,F,South,Online,1561.9,20,0,0
102386,10-04-2023,29,F,West,Call Center,1433.38,15,0,0
102387,10-04-2023,25,F,East,Online,1458.92,15,0,0
102388,10-04-2023,37,M,South,Call Center,1969.57,10,1,1
102389,10-04-2023,20,F,South,Online,1296.15,5,1,0
102390,10-04-2023,33,M,South,Agent,1627.32,0,0,1
102391,10-04-2023,47,F,North,Agent,1420.06,0,0,0
102392,10-04-2023,62,M,West,Online,1061.15,5,0,0
102393,10-04-2023,40,M,South,Agent,1489.33,15,1,1
102394,10-04-2023,45,M,North,Agent,1813.34,20,1,1
102395,10-04-2023,57,F,North,Agent,1098.75,0,1,0
102396,10-04-2023,22,F,South,Call Center,1069.59,5,1,0
102397,10-04-2023,37,M,South,Online,1153.63,10,1,1
102398,10-04-2023,57,F,East,Online,1764.4,10,0,1
102399,10-04-2023,61,M,South,Online,1724,15,0,1
102400,11-04-2023,18,M,East,Agent,1565.02,0,0,1
102401,11-04-2023,47,F,South,Call Center,1468.23,20,0,0
102402,11-04-2023,38,F,South,Online,1888.33,0,1,1
102403,11-04-2023,37,F,West,Agent,1766.7,10,0,0
102404,11-04-2023,23,M,South,Call Center,1811.94,0,0,0
102405,11-04-2023,39,M,South,Call Center,1813.26,10,0,0
102406,11-04-2023,35,F,East,Online,1642.72,5,0,0
102407,11-04-2023,25,M,East,Online,1458.01,5,1,0
102408,11-04-2023,56,F,West,Agent,1864.68,10,1,0
102409,11-04-2023,49,M,South,Online,1926.01,20,0,0
102410,11-04-2023,50,F,South,Agent,1023.81,20,0,0
102411,11-04-2023,33,F,East,Call Center,1051.55,0,0,0
102412,11-04-2023,29,M,North,Call Center,1958.74,10,0,0
102413,11-04-2023,55,F,North,Call Center,1277.16,15,1,0
102414,11-04-2023,51,F,North,Call Center,1873.37,20,1,1
102415,11-04-2023,31,M,East,Online,1388.8,20,0,0
102416,11-04-2023,53,F,East,Online,1119.1,5,0,0
102417,11-04-2023,50,M,North,Agent,1080.44,20,1,1
102418,11-04-2023,40,F,North,Agent,1156.51,20,1,0
102419,11-04-2023,62,M,South,Agent,1249.89,20,0,0
102420,11-04-2023,19,F,East,Agent,1488.52,10,0,0
102421,11-04-2023,58,F,East,Agent,1701.5,10,0,1
102422,11-04-2023,38,F,North,Call Center,1986.4,5,1,1
102423,11-04-2023,19,F,North,Call Center,1441.51,0,1,0
102424,12-04-2023,44,M,West,Call Center,1518.18,20,1,1
102425,12-04-2023,26,M,East,Agent,1521.82,0,1,1
102426,12-04-2023,18,M,West,Call Center,1539.43,10,1,0
102427,12-04-2023,28,M,South,Call Center,1517.74,20,0,0
102428,12-04-2023,20,M,West,Call Center,1008.77,0,0,1
102429,12-04-2023,40,M,North,Call Center,1001.72,0,0,0
102430,12-04-2023,43,M,East,Online,1097.67,15,0,0
102431,12-04-2023,21,F,East,Agent,1101.56,10,1,0
102432,12-04-2023,35,F,West,Agent,1704.9,5,0,0
102433,12-04-2023,23,F,West,Online,1204.92,5,1,0
102434,12-04-2023,52,F,South,Call Center,1894.71,15,1,0
102435,12-04-2023,39,M,South,Call Center,1928.61,0,0,0
102436,12-04-2023,60,M,North,Call Center,1975.89,15,0,1
102437,12-04-2023,32,M,North,Agent,1939.08,15,0,0
102438,12-04-2023,39,F,North,Agent,1271.89,10,0,0
102439,12-04-2023,54,M,West,Agent,1509.78,20,0,1
102440,12-04-2023,59,F,West,Agent,1175.45,0,0,1
102441,12-04-2023,29,M,East,Agent,1806.21,5,1,0
102442,12-04-2023,64,M,North,Online,1888.43,5,1,0
102443,12-04-2023,59,M,West,Agent,1851.29,15,1,0
102444,12-04-2023,55,M,East,Call Center,1433.37,15,0,1
102445,12-04-2023,35,F,North,Agent,1758.67,15,1,0
102446,12-04-2023,62,F,South,Online,1097.58,0,0,0
102447,12-04-2023,52,M,South,Call Center,1040.24,15,0,1
102448,13-04-2023,47,F,West,Online,1753.24,15,1,0
102449,13-04-2023,41,M,East,Call Center,1425.36,20,1,1
102450,13-04-2023,59,M,South,Agent,1995.55,0,0,0
102451,13-04-2023,47,M,East,Online,1097.25,10,0,0
102452,13-04-2023,31,M,East,Call Center,1855.63,10,1,0
102453,13-04-2023,23,F,South,Agent,1479.98,20,1,0
102454,13-04-2023,20,M,East,Call Center,1827.15,5,1,1
102455,13-04-2023,33,M,South,Online,1817.13,10,1,1
102456,13-04-2023,24,F,West,Online,1915.99,0,1,1
102457,13-04-2023,31,M,North,Online,1297.85,5,1,0
102458,13-04-2023,26,F,North,Online,1949.8,15,0,0
102459,13-04-2023,32,M,West,Agent,1151.67,0,1,0
102460,13-04-2023,38,M,South,Call Center,1081.97,5,0,0
102461,13-04-2023,52,M,South,Agent,1431.62,10,0,0
102462,13-04-2023,19,M,South,Online,1828.32,15,1,1
102463,13-04-2023,44,M,South,Call Center,1473.42,15,1,0
102464,13-04-2023,19,M,West,Online,1829.29,0,1,0
102465,13-04-2023,52,F,North,Agent,1729.69,15,0,1
102466,13-04-2023,35,M,East,Agent,1209.43,5,0,0
102467,13-04-2023,31,F,East,Agent,1948.88,20,1,0
102468,13-04-2023,37,F,North,Call Center,1060.78,10,1,0
102469,13-04-2023,35,M,West,Call Center,1898.28,0,0,1
102470,13-04-2023,27,F,East,Online,1304.44,20,0,0
102471,13-04-2023,42,M,North,Call Center,1500.15,20,1,0
102472,14-04-2023,19,F,West,Call Center,1422.35,0,1,1
102473,14-04-2023,42,M,East,Agent,1171.83,5,1,1
102474,14-04-2023,50,F,South,Online,1358.15,10,0,1
102475,14-04-2023,53,F,South,Agent,1192.93,0,0,0
102476,14-04-2023,48,M,West,Online,1203.89,20,1,1
102477,14-04-2023,31,F,South,Online,1187.06,20,1,0
102478,14-04-2023,18,M,West,Call Center,1489.02,0,1,0
102479,14-04-2023,63,M,North,Agent,1797.93,20,0,0
102480,14-04-2023,33,M,North,Call Center,1568.97,0,0,1
102481,14-04-2023,63,M,East,Call Center,1893.21,0,0,0
102482,14-04-2023,20,M,West,Call Center,1636.54,10,1,0
102483,14-04-2023,52,F,East,Online,1689.34,0,1,0
102484,14-04-2023,58,F,East,Agent,1667.61,20,1,0
102485,14-04-2023,23,F,North,Agent,1449.46,15,0,0
102486,14-04-2023,42,M,East,Call Center,1689.34,10,0,0
102487,14-04-2023,30,F,South,Online,1069.71,20,0,1
102488,14-04-2023,51,F,East,Agent,1859.85,20,1,0
102489,14-04-2023,25,F,West,Agent,1777.81,10,1,1
102490,14-04-2023,38,F,South,Call Center,1245.23,10,0,0
102491,14-04-2023,51,F,North,Online,1768.03,20,1,0
102492,14-04-2023,21,M,West,Call Center,1012.64,15,1,0
102493,14-04-2023,42,M,South,Agent,1217.25,5,0,1
102494,14-04-2023,32,F,West,Online,1065.14,20,0,0
102495,14-04-2023,21,M,South,Call Center,1780.23,10,0,0
102496,15-04-2023,62,M,West,Agent,1755.87,0,0,0
102497,15-04-2023,29,F,West,Call Center,1813.64,0,0,1
102498,15-04-2023,49,F,South,Call Center,1004.48,10,1,0
102499,15-04-2023,49,M,North,Call Center,1501.23,10,0,0
102500,15-04-2023,45,F,North,Online,1704.84,5,1,1
102501,15-04-2023,30,M,West,Agent,1155.4,10,1,1
102502,15-04-2023,48,M,West,Agent,1649.79,0,0,0
102503,15-04-2023,31,F,North,Agent,1084.11,15,0,0
102504,15-04-2023,37,M,North,Agent,1181.33,10,1,0
102505,15-04-2023,35,M,East,Online,1475.8,5,1,1
102506,15-04-2023,46,M,North,Call Center,1653.57,15,1,0
102507,15-04-2023,23,F,West,Agent,1145.87,5,0,1
102508,15-04-2023,49,F,South,Online,1185.22,15,1,1
102509,15-04-2023,46,F,North,Call Center,1204.45,10,0,1
102510,15-04-2023,60,F,East,Online,1238.7,0,0,1
102511,15-04-2023,19,M,East,Online,1226.55,15,1,0
102512,15-04-2023,40,F,East,Agent,1395.15,20,0,0
102513,15-04-2023,36,F,South,Agent,1653.79,5,1,0
102514,15-04-2023,48,F,North,Call Center,1438.03,15,1,0
102515,15-04-2023,22,F,North,Call Center,1775.97,5,0,0
102516,15-04-2023,36,M,North,Agent,1719.27,0,0,0
102517,15-04-2023,51,M,South,Online,1126.53,5,1,1
102518,15-04-2023,27,M,South,Agent,1048.84,5,0,1
102519,15-04-2023,42,F,West,Call Center,1877.94,20,0,0
102520,16-04-2023,19,F,East,Online,1079.83,5,1,0
102521,16-04-2023,28,M,East,Online,1148.34,15,0,0
102522,16-04-2023,48,F,North,Online,1022.13,5,1,1
102523,16-04-2023,32,F,South,Agent,1628.34,10,1,0
102524,16-04-2023,26,M,South,Agent,1582.37,5,0,1
102525,16-04-2023,40,M,North,Call Center,1986.9,10,1,1
102526,16-04-2023,36,F,North,Online,1886.93,5,0,1
102527,16-04-2023,26,F,West,Online,1410.84,5,1,1
102528,16-04-2023,52,F,East,Agent,1371.59,15,0,1
102529,16-04-2023,38,M,East,Call Center,1296.85,10,1,1
102530,16-04-2023,26,M,East,Call Center,1152.41,10,1,0
102531,16-04-2023,45,M,West,Online,1138.08,20,0,0
102532,16-04-2023,63,M,North,Agent,1132.28,5,0,1
102533,16-04-2023,24,F,North,Online,1114.11,5,0,0
102534,16-04-2023,33,M,East,Agent,1240.51,15,0,0
102535,16-04-2023,33,M,East,Call Center,1306.67,20,0,1
102536,16-04-2023,50,F,West,Online,1961.58,20,0,1
102537,16-04-2023,21,F,South,Online,1578.47,15,0,0
102538,16-04-2023,21,F,South,Online,1987.6,10,0,0
102539,16-04-2023,56,M,East,Call Center,1372.47,0,0,0
102540,16-04-2023,57,F,West,Online,1457.63,15,1,0
102541,16-04-2023,34,F,East,Call Center,1324.58,10,0,1
102542,16-04-2023,54,M,South,Agent,1182.89,20,1,0
102543,16-04-2023,56,M,East,Call Center,1143.16,15,0,1
102544,17-04-2023,46,F,South,Agent,1945.08,0,0,0
102545,17-04-2023,53,M,South,Call Center,1986.81,5,1,0
102546,17-04-2023,55,F,South,Call Center,1044.91,15,1,1
102547,17-04-2023,56,F,North,Online,1150.35,0,0,0
102548,17-04-2023,54,M,North,Call Center,1423.52,0,1,0
102549,17-04-2023,52,F,East,Online,1186.33,15,0,1
102550,17-04-2023,24,M,South,Agent,1363.88,10,1,1
102551,17-04-2023,44,M,North,Agent,1129.1,15,0,0
102552,17-04-2023,45,M,East,Online,1456.51,20,1,0
102553,17-04-2023,39,F,East,Agent,1271.69,0,0,0
102554,17-04-2023,31,M,East,Call Center,1351.91,0,1,1
102555,17-04-2023,24,M,East,Online,1094.31,5,0,1
102556,17-04-2023,54,F,East,Online,1428.13,0,1,0
102557,17-04-2023,39,F,West,Online,1983.26,5,0,0
102558,17-04-2023,22,F,South,Agent,1328.83,0,0,1
102559,17-04-2023,19,F,East,Agent,1876.43,0,0,0
102560,17-04-2023,44,M,West,Call Center,1843.2,15,1,1
102561,17-04-2023,38,M,South,Call Center,1952.06,15,1,1
102562,17-04-2023,55,M,North,Online,1790.11,20,1,1
102563,17-04-2023,32,F,East,Call Center,1659.6,10,1,1
102564,17-04-2023,38,F,West,Agent,1856.58,20,1,0
102565,17-04-2023,27,M,North,Call Center,1075.64,0,0,0
102566,17-04-2023,40,F,West,Agent,1462.83,20,1,1
102567,17-04-2023,56,F,South,Call Center,1989.26,15,0,0
102568,18-04-2023,22,M,South,Agent,1769.6,0,0,0
102569,18-04-2023,18,M,North,Agent,1962.08,0,0,0
102570,18-04-2023,30,F,West,Call Center,1779.63,20,0,0
102571,18-04-2023,38,F,East,Call Center,1874.88,5,0,0
102572,18-04-2023,43,F,East,Agent,1706.53,10,1,1
102573,18-04-2023,62,M,North,Online,1760.5,20,0,0
102574,18-04-2023,38,M,North,Call Center,1523.18,20,1,0
102575,18-04-2023,35,M,North,Agent,1924.24,10,0,0
102576,18-04-2023,54,M,West,Call Center,1825.04,0,0,0
102577,18-04-2023,62,M,East,Call Center,1843.88,0,1,1
102578,18-04-2023,49,F,East,Call Center,1673.01,5,1,0
102579,18-04-2023,53,F,East,Call Center,1304.58,20,0,0
102580,18-04-2023,34,F,North,Call Center,1035.63,10,0,0
102581,18-04-2023,52,M,East,Online,1935.66,20,0,1
102582,18-04-2023,28,M,South,Online,1586.12,15,1,0
102583,18-04-2023,38,M,North,Online,1298.14,20,1,0
102584,18-04-2023,43,F,East,Agent,1149.14,20,0,0
102585,18-04-2023,21,M,West,Online,1829.52,15,1,0
102586,18-04-2023,51,M,North,Online,1836.52,15,1,0
102587,18-04-2023,35,F,South,Agent,1814.51,10,1,1
102588,18-04-2023,57,M,South,Online,1645.08,0,1,0
102589,18-04-2023,52,F,West,Call Center,1366.02,5,1,1
102590,18-04-2023,58,M,West,Online,1304.07,15,1,0
102591,18-04-2023,46,M,North,Online,1008.55,0,1,0
102592,19-04-2023,46,F,North,Online,1833.61,10,0,1
102593,19-04-2023,55,F,South,Call Center,1087.43,20,1,0
102594,19-04-2023,59,F,West,Call Center,1630.75,10,1,1
102595,19-04-2023,38,F,North,Call Center,1504.07,10,0,1
102596,19-04-2023,59,F,South,Call Center,1526.69,15,1,1
102597,19-04-2023,30,F,West,Agent,1926.71,5,1,0
102598,19-04-2023,58,M,South,Call Center,1031.62,15,1,0
102599,19-04-2023,34,M,East,Call Center,1773.39,20,1,0
102600,19-04-2023,26,F,West,Call Center,1052.05,15,0,0
102601,19-04-2023,58,M,North,Call Center,1038.15,20,1,0
102602,19-04-2023,18,F,North,Agent,1429.82,15,0,0
102603,19-04-2023,19,M,East,Online,1063.08,5,1,0
102604,19-04-2023,46,F,West,Online,1789.14,0,1,0
102605,19-04-2023,50,M,South,Call Center,1529.56,5,1,1
102606,19-04-2023,27,M,North,Call Center,1029.04,15,1,1
102607,19-04-2023,57,M,East,Call Center,1040.5,10,0,0
102608,19-04-2023,38,M,East,Online,1612.67,0,0,1
102609,19-04-2023,45,M,West,Online,1806.11,10,0,0
102610,19-04-2023,28,F,West,Call Center,1437.8,5,0,0
102611,19-04-2023,51,F,North,Online,1554.58,0,0,0
102612,19-04-2023,25,F,East,Agent,1799.83,15,1,1
102613,19-04-2023,39,M,South,Call Center,1610.51,10,0,0
102614,19-04-2023,25,F,East,Call Center,1224.76,15,0,0
102615,19-04-2023,32,M,South,Agent,1613.05,20,1,1
102616,20-04-2023,34,M,South,Agent,1628.28,0,0,0
102617,20-04-2023,40,M,North,Online,1734.11,10,1,1
102618,20-04-2023,41,F,East,Agent,1620.87,5,0,0
102619,20-04-2023,62,M,South,Call Center,1969.24,5,1,1
102620,20-04-2023,36,F,West,Online,1197.29,5,0,0
102621,20-04-2023,22,F,South,Agent,1951.09,5,1,1
102622,20-04-2023,49,M,West,Online,1538.34,10,0,1
102623,20-04-2023,61,M,West,Online,1671.96,20,0,1
102624,20-04-2023,18,F,East,Online,1099.46,5,1,0
102625,20-04-2023,40,F,West,Online,1380.58,5,1,1
102626,20-04-2023,54,F,South,Agent,1769.38,5,1,1
102627,20-04-2023,25,F,West,Call Center,1706.91,20,0,0
102628,20-04-2023,30,F,East,Call Center,1040.14,0,1,1
102629,20-04-2023,25,F,North,Agent,1546.59,5,0,0
102630,20-04-2023,40,M,South,Call Center,1088.28,5,1,0
102631,20-04-2023,60,F,South,Online,1995.86,5,0,0
102632,20-04-2023,18,F,East,Online,1897.3,0,1,0
102633,20-04-2023,62,F,East,Online,1021.08,5,1,0
102634,20-04-2023,41,F,East,Agent,1858.65,0,0,0
102635,20-04-2023,52,M,East,Online,1919.43,0,1,0
102636,20-04-2023,41,M,South,Online,1353.55,15,1,0
102637,20-04-2023,34,F,North,Agent,1719.5,15,1,1
102638,20-04-2023,22,F,West,Online,1442.1,5,0,0
102639,20-04-2023,37,F,West,Online,1655.23,10,0,0
102640,21-04-2023,38,M,North,Call Center,1340.32,15,1,0
102641,21-04-2023,57,M,North,Agent,1322.56,15,1,0
102642,21-04-2023,48,M,North,Online,1424.43,10,0,0
102643,21-04-2023,63,M,East,Online,1145.57,20,0,0
102644,21-04-2023,53,M,South,Online,1831.14,5,1,1
102645,21-04-2023,28,M,South,Online,1348.7,20,0,0
102646,21-04-2023,32,F,South,Call Center,1400.15,20,1,0
102647,21-04-2023,36,M,East,Call Center,1894.05,0,1,0
102648,21-04-2023,24,M,South,Call Center,1496.62,0,0,1
102649,21-04-2023,45,F,East,Call Center,1544.25,5,0,0
102650,21-04-2023,60,M,South,Agent,1956.5,10,0,0
102651,21-04-2023,22,F,North,Online,1886.73,0,0,1
102652,21-04-2023,22,M,West,Call Center,1169.47,15,0,1
102653,21-04-2023,47,F,West,Online,1473.22,5,0,0
102654,21-04-2023,49,F,East,Agent,1971.3,20,0,0
102655,21-04-2023,25,F,South,Online,1372.37,5,0,0
102656,21-04-2023,27,F,West,Online,1371.57,0,1,0
102657,21-04-2023,55,F,North,Call Center,1195.03,10,1,0
102658,21-04-2023,64,M,North,Call Center,1114.32,20,0,0
102659,21-04-2023,49,M,North,Agent,1740.3,10,1,1
102660,21-04-2023,45,F,East,Online,1770.03,5,1,0
102661,21-04-2023,34,F,East,Call Center,1969.01,10,1,0
102662,21-04-2023,48,F,South,Call Center,1773.42,10,1,0
102663,21-04-2023,25,M,North,Call Center,1243.35,5,1,0
102664,22-04-2023,57,F,South,Agent,1040.12,20,0,0
102665,22-04-2023,42,F,South,Online,1985.44,10,0,1
102666,22-04-2023,26,F,North,Call Center,1340.45,10,0,1
102667,22-04-2023,19,F,South,Online,1311.97,5,0,1
102668,22-04-2023,32,M,West,Agent,1905.96,15,0,1
102669,22-04-2023,20,F,East,Online,1585.1,10,0,1
102670,22-04-2023,53,F,South,Call Center,1214.87,0,1,0
102671,22-04-2023,21,M,North,Online,1889.1,20,0,0
102672,22-04-2023,31,F,East,Online,1993.36,10,1,1
102673,22-04-2023,58,F,East,Agent,1086.68,5,0,0
102674,22-04-2023,58,M,South,Agent,1862.25,0,1,0
102675,22-04-2023,42,M,West,Online,1390.52,5,1,1
102676,22-04-2023,27,M,South,Online,1524.07,10,0,1
102677,22-04-2023,38,F,West,Online,1914.82,0,0,0
102678,22-04-2023,53,F,East,Agent,1973.38,20,0,0
102679,22-04-2023,29,M,South,Agent,1262.16,20,0,0
102680,22-04-2023,44,M,North,Online,1212.85,20,1,0
102681,22-04-2023,57,M,South,Agent,1080.52,15,0,0
102682,22-04-2023,19,F,West,Call Center,1561.8,5,0,1
102683,22-04-2023,30,F,West,Agent,1013.6,10,1,0
102684,22-04-2023,49,M,South,Agent,1411.9,0,1,0
102685,22-04-2023,48,F,West,Agent,1073.38,5,0,1
102686,22-04-2023,33,M,East,Call Center,1405.23,10,0,0
102687,22-04-2023,49,F,South,Call Center,1039.93,15,1,1
102688,23-04-2023,49,F,West,Call Center,1835.22,10,0,0
102689,23-04-2023,51,F,South,Online,1209.74,5,1,1
102690,23-04-2023,28,F,South,Online,1328.31,10,1,0
102691,23-04-2023,27,M,North,Call Center,1870.05,0,0,0
102692,23-04-2023,32,F,South,Online,1746.27,15,1,0
102693,23-04-2023,34,F,North,Online,1219.04,0,0,0
102694,23-04-2023,57,M,West,Online,1071.9,15,0,0
